0.0,0.0,2
-0.003999800001666661,-3.999933333666666e-05,2
-0.007998400053332622,-0.00015998933354666466,2
-0.01199460040498785,-0.00035994600242994794,2
-0.015987201706575648,-0.0006398293469861466,2
-0.019975005207899327,-0.0009995833854135666,2
-0.0239568129584449,-0.0014391361555066704,2
-0.02793142800709183,-0.0019583997254509176,2
-0.031897654601683825,-0.0025572702070135265,2
-0.0358542983884318,-0.0032356277711283977,2
-0.03980016661112104,-0.003993336665873127,2
-0.04373406831009467,-0.004830245236835692,2
-0.04765481452098559,-0.00574618594986813,2
-0.051561218473168996,-0.006740975416224134,2
-0.055452095787907704,-0.007814414420077246,2
-0.05932626467616256,-0.008966287948415957,2
-0.06318254613604016,-0.010196365223311746,2
-0.06701976414985017,-0.011504399736555735,2
-0.07083674588074478,-0.01289012928665935,2
-0.07463232186891258,-0.014353276018214053,2
-0.07840532622729937,-0.01589354646360491,2
-0.0821545968368285,-0.017510631587072376,2
-0.08587897554109333,-0.019204206831116517,2
-0.08957730834049453,-0.020973932165237352,2
-0.0932484455857949,-0.022819452137004943,2
-0.09689124217106453,-0.024740395925452314,2
-0.10050455772598944,-0.026736377396784156,2
-0.10408725680751624,-0.028806995162393788,2
-0.1076382090908064,-0.03095183263918077,2
-0.11115628955947295,-0.033170458112160954,2
-0.11464037869507279,-0.035462424799360785,2
-0.11808936266582853,-0.037827270918987035,2
-0.12150213351455251,-0.04026451975886312,2
-0.12487758934574715,-0.04277367974812267,2
-0.12821463451185516,-0.045354244531150806,2
-0.13151217979863314,-0.048005693043763245,2
-0.1347691426096227,-0.05072748959161301,2
-0.13798444714969318,-0.053519083930814434,2
-0.14115702460762963,-0.05637991135077343,2
-0.14428581333774093,-0.05930939275921325,2
-0.1473697590404617,-0.062306934769384155,2
-0.15040781494192332,-0.06537192978944543,2
-0.15339894197246787,-0.06850375611400787,2
-0.15634210894408035,-0.07170177801782435,2
-0.15923629272671366,-0.07496534585161602,2
-0.16208047842348194,-0.07829379614002153,2
-0.16487365954469677,-0.08168645168165574,2
-0.16761483818072195,-0.08514262165126495,2
-0.17030302517362267,-0.08866160170396482,2
-0.17293724028758392,-0.09224267408154709,2
-0.17551651237807467,-0.0958851077208407,2
-0.17803987955973338,-0.09958815836411325,2
-0.1805063893729513,-0.10335106867149736,2
-0.18291509894912944,-0.10717306833542768,2
-0.18526507517458612,-0.11105337419707256,2
-0.18755539485309136,-0.11499119036474517,2
-0.18978514486700532,-0.11898570833427802,2
-0.1919534223369974,-0.12303610711134515,2
-0.1940593347803235,-0.1271415533357148,2
-0.1961020002676387,-0.13130120140741713,2
-0.19808054757832289,-0.13551419361480865,2
-0.19999411635429712,-0.1397796602645176,2
-0.20184185725230852,-0.14409671981325184,2
-0.20362293209466234,-0.1484644790014521,2
-0.205336514018379,-0.15288203298877254,2
-0.2069817876227546,-0.15734846549137047,2
-0.20855794911530445,-0.1618628489209867,2
-0.2100642064560677,-0.16642424452579818,2
-0.21149977950025248,-0.17103170253302363,2
-0.21286390013920148,-0.17568426229326334,2
